,dmq_cope_2,geschlecht_kod_male,dmq_cope_4,dmq_cope_1,upps_ur_5,dmq_cope_3,upps_ss_2,upps_ur_2,ffmq_nj4,upps_pe_5,upps_ss_4,ffmq_ob4,upps_pm_2,ffmq_ob3,upps_ss_3,upps_pm_1,upps_pm_5,ffmq_aa2,ffmq_ob1,upps_pm_4,upps_pm_3,ffmq_ds1,upps_pe_1,upps_pe_2,upps_pe_3,upps_pe_4,upps_ss_5,dmq_cope_5,upps_ss_1,upps_ur_3,upps_ur_4,ffmq_aa1,ffmq_ds2,ffmq_nr1,ffmq_nr2,ffmq_aa3,ffmq_nj1,ffmq_aa4,ffmq_nr3,ffmq_ob2,ffmq_nr4,ffmq_nr5,ffmq_nj2,ffmq_ds3,ffmq_nr6,ffmq_nj3,ffmq_ds4,ffmq_nr7,upps_ur_1,erwerbstaetig_sub,Data
0,0.6548359138144387,0.6810894579020262,0.6894443173920451,0.5904881965337906,0.20296075335004982,0.047221981206975364,0.26138181775450947,0.13022844410596898,0.0,0.06769332194914664,0.04493941908906411,0.011836363651031762,0.07468718910790384,0.11513474575587904,0.0,0.0,0.03232069440589874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021567201968079293,0.0,0.0,0.0,0.0,original
1,0.8538536197381673,0.6946669908067523,0.6527540469787083,0.47150885203371223,0.41737167718995516,0.0,0.30869913444816116,0.2150775989983017,0.1559715786839535,0.15056847136362872,0.23033387419664028,0.15409865536892942,0.17407783553111553,0.11306251832831922,0.1753327754055441,0.11238452780826746,0.0,0.04460879187616053,0.0,0.03493348528301186,0.05278271344802702,0.0,0.0,0.11430189694320664,0.0,0.0,0.0,0.0,0.1833019512456486,0.0,0.0,0.0,0.0,0.008839417653243878,0.0,0.0,0.0,0.0,0.0,0.031186798743996588,0.019825521284045144,0.04692698915627133,0.0,0.0,0.0,0.0,0.0,0.0,0.0023681268262662996,0.0,original
2,0.5375304893435423,0.5372979945148987,0.4143248108491583,0.3376741859282894,0.14909519579684943,0.24961162207324494,0.17793815390867831,0.13495140204319156,0.14799225058107793,0.1883759092324418,0.12928442643293508,0.11448357561926706,0.12641482490992512,0.10150761018214334,0.1290051365977897,0.02786727538163085,0.06559138235079746,0.05174251321823979,0.0790032623327458,0.0,0.0,0.0,0.020065363093911423,0.034825041385157664,0.0,0.0,0.0,0.32878920618167484,0.0,0.0,0.0,0.0,0.0012114130664059857,0.03486498641921542,0.0,0.0065845158530626734,0.0,0.0,0.0,0.08626756774543264,0.037921232335877256,0.002123377495053413,0.0,0.0,0.012102405162980966,0.17352188814733083,0.013717525875532526,0.0,0.003173213813612597,0.02214861103044777,original
3,0.8717634937608173,0.6113250017664464,0.5876146689180812,0.30200868206296694,0.26330508943479886,0.23199508830727678,0.18869530911932103,0.17814571253812456,0.18211511621325763,0.13914738783815603,0.12742146599575863,0.15512008002618144,0.12461105902995065,0.006289511201549456,0.09487100209316109,0.0,0.06607154057127729,0.01081376691107452,0.05492440433736721,0.0,0.0,0.0,0.01732680215069331,0.009152656747610857,0.0,0.0,0.0,0.10865856932788243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002800173430170364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614582646746732,0.0,0.0,0.0,0.0,0.0,0.0,original
4,0.8477851046375329,0.5931427640797639,0.5007156912982303,0.42617140647825524,0.21126295001508727,0.4647868069017531,0.15957783775498502,0.16566477052546158,0.12581128321131543,0.15799041354665105,0.14565389349152866,0.08896885701985022,0.03164300652331451,0.0,0.0,0.0,0.0,0.05228566683885572,0.0,0.02500650800159729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004101981288408824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818842603161013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
5,0.5575505127699757,0.5860879430491235,0.5364471721624957,0.4070143550177592,0.2203964084205731,0.22121690492132515,0.23639493503480374,0.1329531213811887,0.21944557427648193,0.21137139188912946,0.18615949204162566,0.21017538193662516,0.12794295650412438,0.057257919446083216,0.07812614460022703,0.048393516864118045,0.0581609853493261,0.06376840556420556,0.1077957417790789,0.0,0.0,0.0,0.0,0.06334040844208495,0.0,0.04446865207697358,0.0,0.12760432173651068,0.005102049934413857,0.005368306309572841,0.05148089486087254,0.0,0.0247282734935,0.0,0.009556812215519366,0.03584673757749223,0.0,0.0,0.0,0.06402980445077903,0.037276510903788994,0.0,0.0,0.0,0.0,0.10461665697931403,0.0,0.0,0.0,0.04642805842167487,original
6,0.9244346191206282,0.7429443633304998,0.5715331549230094,0.35229776498452636,0.23145776250786046,0.2456727241185974,0.2429100197700722,0.2791366405679944,0.2646762688776477,0.035364164128136456,0.17026089017222457,0.052371401458895246,0.13927386345425227,0.04825368516132082,0.10086109831574293,0.0,0.0,0.0479287223694238,0.06865698562402621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01078000020521639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013374539097327281,0.0,0.0,0.0,0.0,0.0,0.040979156804260626,0.0,0.0,0.0,0.0,original
7,0.49806972832817337,0.7491222462440953,0.6979046244956182,0.4428615245510886,0.1719195739804929,0.1832523344741825,0.1922298954840512,0.22099109711935813,0.1522750808036178,0.164818901643464,0.10756314726623364,0.09556146132487157,0.05089245402622392,0.09661907985603906,0.025580464605076143,0.007162011033715911,0.04130435440269368,0.032388327857761266,0.0038026481430556308,0.0,0.0,0.0,0.02430226506699539,0.0,0.0,0.0,0.0,0.25751705149594917,0.008110210088978992,0.0,0.0,0.0,0.0,0.02891789987913014,0.0,0.025389332956686664,0.0,0.0,0.0,0.0,0.06535908400383422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005915379263470169,original
8,0.6898513678091683,0.703921930151744,0.6960237652210585,0.4207427956164507,0.31056842381661054,0.13147892323437585,0.16264533397271136,0.25910817997284014,0.06348769175818561,0.13087872303865594,0.11851610656628582,0.0,0.14967148776397346,0.033136192867821726,0.0,0.08916987902039088,0.0,0.0,0.07720632397903925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03610219761512634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022858276545791482,0.0,0.07542533955045624,0.0,0.0,0.0,0.003752382296798196,original
9,0.746091859621058,0.5216465693412549,0.6143442445889484,0.29936963704936514,0.25456541812472333,0.43287619051047727,0.2698628732774354,0.19775978040374725,0.24163207010069648,0.19661146250715497,0.09831927957863171,0.10279909332182051,0.11655493589991357,0.15110799768702315,0.1025272466283203,0.028382747954427502,0.10706997960142052,0.0,0.032135372164306224,0.0,0.0,0.045236359654977375,0.04053541416362671,0.0,0.0,0.0,0.0,0.20694944298556328,0.07810543396225955,0.05980091864339413,0.019150924110628485,0.0,0.0,0.14436246189658897,0.03701074721053066,0.0,0.0,0.10731334154578515,0.02967495199564583,0.014442313871232152,0.0,0.0,0.0,0.0,0.0,0.20155138680714554,0.0,0.0,0.13657683326667222,0.0,original
10,0.679674236841902,0.8072409307334868,0.457684333641837,0.45734717176194656,0.34235265814290194,0.22822428078646784,0.06479097521398841,0.14140174868875457,0.3081537109826148,0.13103141990530592,0.07530424386300574,0.10974826976398147,0.08269110319028988,0.03900460266512853,0.012497364252893361,0.038769692593008415,0.07113487620926871,0.07139372410189551,0.2028270253627565,0.0,0.10446605190741831,0.0,0.0,0.0,0.0,0.0,0.0052451542120699746,0.1008758981864169,0.009781618891713466,0.0,0.0,0.0,0.02979951625335558,0.05805294921561616,0.0,0.09520019638077491,0.0,0.0,0.003380338293164402,0.010997807508539076,0.05508051524051636,0.0,0.0,0.0,0.0,0.24302187593669916,0.0,0.0,0.0,0.03514526011973026,original
11,0.5701829028487649,1.0301817355251282,0.5576616047954118,0.4559757336232772,0.24429451404762717,0.2677424988020782,0.4219651754628107,0.05854152470286242,0.0,0.2033162571230908,0.10966658067490895,0.2823834872820586,0.050210782606064,0.05425271280738949,0.030872451765757213,0.003532497542306444,0.03565816189856991,0.018375899174224497,0.0,0.0,0.0,0.0,0.013806981633772888,0.01305825226046554,0.0,0.0,0.0,0.0,0.0,0.0,0.07295500814360541,0.0,0.006906995780882548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
12,0.7516112575537888,0.6569078190999867,0.5149578771352982,0.35695158275241035,0.3182035020150714,0.292557901002398,0.0702532231727758,0.1050882147850657,0.10455917719588775,0.14592617401705368,0.1178458873879945,0.10265498261909047,0.0,0.0,0.0,0.023496625542610436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
13,0.7999020373117506,0.9082347634201924,0.7385094492911024,0.6407957523806924,0.31414588327572895,0.12704507376636964,0.25462948002620983,0.2557201459426865,0.13910271039198,0.32814053911782715,0.08301607840326286,0.14992843641980869,0.06627373505531764,0.13506464563561146,0.028821732494197602,0.0367319295701481,0.08137130318477395,0.0339635599016837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015635952462917078,0.0,0.0,0.0,0.0,0.027218078790678744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07141896206105836,0.0,original
14,0.817606246717409,0.6086522123162463,0.7330680810697087,0.3805089263134077,0.29546922774471907,0.31757695659178875,0.20198965539915495,0.22578577259510216,0.18464146246864652,0.22452492503650373,0.1899228900628851,0.0687563002639259,0.08866466466532191,0.2160455786018371,0.03900203987821995,0.12029978152498128,0.06860890299071128,0.0,0.03602262940378118,0.08638327909825533,0.0,0.0,0.0,0.12341761278378753,0.0,0.0,0.0,0.0,0.03141143442087242,0.0398590824175887,0.0,0.0,0.0,0.0,0.0,0.06105467524198401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063196391610246495,0.0,0.0,0.0,0.1379277995776415,0.0,original
15,0.7080112829713758,0.7133605203688209,0.6239903985272129,0.358482288688526,0.3235061200472603,0.22440538239411684,0.18913514154413336,0.3913259523933564,0.2474645035098351,0.18820192433011862,0.1493318010043313,0.0,0.038075212581013006,0.06663151786215571,0.20026436736717163,0.08499986791777252,0.010545210364602759,0.0,0.0,0.0,0.0031287097321266817,0.0,0.0,0.08886103030198454,0.0,0.0,0.13732574620251137,0.10856295346013713,0.08260531640065037,0.0,0.0,0.0,0.047818193757599874,0.011320608252317043,0.04890114058845898,0.03115798468369284,0.0,0.13897850825364425,0.0013410212930728286,0.07653892107694162,0.11173751497707032,0.0,0.028927065903504436,0.0,0.0,0.22120946938848574,0.0,0.0,0.1535975457664478,0.00235240152863222,original
16,0.8213054542557322,0.8606728156240654,0.5637781896218226,0.5487272080903336,0.272439325611588,0.18843644424136435,0.3113309977646691,0.10229288313971137,0.0017037672756253985,0.0,0.0007627650372498894,0.17677964401159538,0.10319485305274367,0.023991810121834226,0.0,0.03518998131629978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02879099974544394,0.0,0.0,0.08480604622956842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01642612015415151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
17,0.657703494247521,0.6376341869498874,0.4776140121179615,0.3186105836496942,0.2881105819330197,0.1971280903702679,0.23762275106299047,0.18747540489320313,0.18630464820443998,0.1717726675916207,0.15708472794404998,0.14216460890908356,0.09512798812966937,0.0753783667078668,0.12158050916971627,0.1408169045176205,0.0,0.07585252494230414,0.04965332787136447,0.06073010095816899,0.0,0.0,0.10408037011212537,0.028447101186091568,0.0,0.0,0.025811989493719042,0.09985342704552475,0.07212952802648592,0.0,0.0,0.025739381303907703,0.030286537131340156,0.0555314535631973,0.04367890032139038,0.09505958769817698,0.0,0.0,0.05817836188837399,0.14012067906045442,0.023468832036521347,0.004669366805240197,0.0472977394987513,0.0,0.0,0.06545134798270837,0.032533810918924176,0.0,0.18191826327216898,0.0,original
18,0.6710178566762524,0.8080607318515277,0.6806023127215468,0.530028853962921,0.2126710368423954,0.21254326451173278,0.21296337998887835,0.19048138442509238,0.12549584743129283,0.1727467977137231,0.09364301252978852,0.09616948294813085,0.07786884448278966,0.07541277198703138,0.023257166544251032,0.0,0.037778005574754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
19,0.8444568152820386,0.7145561769932656,0.8013365818515144,0.5233865242668384,0.20571955708651313,0.03515747095152998,0.3010547599962191,0.3126363910471085,0.159936664553281,0.16249460504912122,0.0,0.005022587611172861,0.053469597178248514,0.012915447280102535,0.1165279356422172,0.0,0.013655647058476907,0.0,0.09039689789641617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
20,0.6020055459002015,0.5729645787159892,0.5678190583657874,0.5208268978019666,0.2537030080433739,0.3134422017972287,0.23296938580801485,0.1798229610830881,0.21630066026129707,0.09580374719246976,0.09768326758060088,0.08439477351475377,0.09942301942525827,0.0,0.13688113721983297,0.0,0.015105719167034815,0.034987478753943174,0.05866885399687417,0.04032193610587252,0.0,0.0,0.0,0.0,0.0,0.02739199917829094,0.0,0.1705475522569023,0.0,0.0,0.0,0.0,0.0,0.04650377643356135,0.0,0.0,0.0,0.0,0.0,0.06524612638927574,0.049714074703343304,0.005525523749953509,0.0,0.0,0.0,0.08951425290741552,0.0,0.029159608454420022,0.023979897834565837,0.0,original
21,0.788128351989434,0.9133187836534173,0.8264092295730583,0.5500985962204505,0.3563735061311034,0.11934019237526691,0.32549107364075275,0.21171379999113252,0.23922848334594962,0.1848330185062458,0.18142160484271158,0.12812137170172858,0.10106111360035819,0.012319550608988239,0.0,0.11051257467206302,0.0,0.025147356037876087,0.020369595779838177,0.0,0.0,0.0,0.0,0.04615037403414719,0.0,0.0009087329564626211,0.0,0.0,0.10744616132633614,0.0,0.0,0.0,0.0,0.03338410688981311,0.0,0.0,0.0,0.0,0.0,0.015656929651633737,0.0,0.0,0.0,0.0,0.0,0.061250188730750096,0.0,0.0,0.0,0.0,original
22,0.7588328573525958,0.6807705069864599,0.7775059976387301,0.376996759284578,0.2913634634512945,0.0,0.12124943509454109,0.14980098294367594,0.1313938643441952,0.17998992648011633,0.22087788211062306,0.07653569875748689,0.0,0.0,0.03228765620234046,0.0,0.05445622711822054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
